Driver,Team,Year,RoundNumber,EventName,QualiTimeSeconds,GapToPole,QualiPosition,QualiTeammateGap
OCO,Haas F1 Team,2025,14,Hungarian Grand Prix,76.023,1.1329999999999956,18,0.3289999999999935
PIA,McLaren,2025,14,Hungarian Grand Prix,74.941,0.05100000000000193,2,0.05100000000000193
RUS,Mercedes,2025,14,Hungarian Grand Prix,75.201,0.31099999999999284,4,-0.49200000000000443
SAI,Williams,2025,14,Hungarian Grand Prix,75.652,0.7620000000000005,11,-0.570999999999998
STR,Aston Martin,2025,14,Hungarian Grand Prix,75.129,0.23900000000000432,3,-0.15200000000000102
TSU,Red Bull Racing,2025,14,Hungarian Grand Prix,75.899,1.0090000000000003,16,0.35200000000000387
VER,Red Bull Racing,2025,14,Hungarian Grand Prix,75.547,0.6569999999999965,8,-0.35200000000000387
ALB,Williams,2025,15,Dutch Grand Prix,69.652,0.9899999999999949,15,0.18000000000000682
ALO,Aston Martin,2025,15,Dutch Grand Prix,69.366,0.7039999999999935,8,-22.680000000000007
ANT,Mercedes,2025,15,Dutch Grand Prix,69.493,0.8309999999999889,11,0.23799999999999955
BEA,Haas F1 Team,2025,15,Dutch Grand Prix,70.262,1.5999999999999943,19,0.06499999999999773
BOR,Kick Sauber,2025,15,Dutch Grand Prix,69.622,0.9599999999999937,12,-0.5729999999999933
COL,Alpine,2025,15,Dutch Grand Prix,70.104,1.441999999999993,16,0.46699999999999875
GAS,Alpine,2025,15,Dutch Grand Prix,69.637,0.9749999999999943,14,-0.46699999999999875
HAD,Racing Bulls,2025,15,Dutch Grand Prix,69.208,0.5459999999999923,4,-0.17499999999999716
HAM,Ferrari,2025,15,Dutch Grand Prix,69.261,0.5989999999999895,6,-0.043000000000006366
HUL,Kick Sauber,2025,15,Dutch Grand Prix,70.195,1.532999999999987,17,0.5729999999999933
LAW,Racing Bulls,2025,15,Dutch Grand Prix,69.383,0.7209999999999894,9,0.17499999999999716
LEC,Ferrari,2025,15,Dutch Grand Prix,69.304,0.6419999999999959,7,0.043000000000006366
NOR,McLaren,2025,15,Dutch Grand Prix,68.674,0.012000000000000455,2,0.012000000000000455
OCO,Haas F1 Team,2025,15,Dutch Grand Prix,70.197,1.5349999999999966,18,-0.06499999999999773
PIA,McLaren,2025,15,Dutch Grand Prix,68.662,0.0,1,-0.012000000000000455
RUS,Mercedes,2025,15,Dutch Grand Prix,69.255,0.5929999999999893,5,-0.23799999999999955
SAI,Williams,2025,15,Dutch Grand Prix,69.472,0.8099999999999881,10,-0.18000000000000682
STR,Aston Martin,2025,15,Dutch Grand Prix,92.046,23.384,20,22.680000000000007
TSU,Red Bull Racing,2025,15,Dutch Grand Prix,69.622,0.9599999999999937,13,0.6970000000000027
VER,Red Bull Racing,2025,15,Dutch Grand Prix,68.925,0.262999999999991,3,-0.6970000000000027
ALB,Williams,2025,16,Italian Grand Prix,79.583,0.7909999999999968,14,0.05499999999999261
ALO,Aston Martin,2025,16,Italian Grand Prix,79.362,0.5699999999999932,9,-0.5859999999999985
ANT,Mercedes,2025,16,Italian Grand Prix,79.2,0.40800000000000125,7,0.043000000000006366
BEA,Haas F1 Team,2025,16,Italian Grand Prix,79.446,0.6539999999999964,11,-0.2609999999999957
BOR,Kick Sauber,2025,16,Italian Grand Prix,79.323,0.5309999999999917,8,-0.17500000000001137
COL,Alpine,2025,16,Italian Grand Prix,79.992,1.2000000000000028,18,-0.11099999999999
GAS,Alpine,2025,16,Italian Grand Prix,80.103,1.3109999999999928,19,0.11099999999999
HAD,Racing Bulls,2025,16,Italian Grand Prix,79.917,1.125,16,-0.36199999999999477
HAM,Ferrari,2025,16,Italian Grand Prix,79.124,0.33199999999999363,5,0.11699999999999022
HUL,Kick Sauber,2025,16,Italian Grand Prix,79.498,0.7060000000000031,12,0.17500000000001137
LAW,Racing Bulls,2025,16,Italian Grand Prix,80.279,1.4869999999999948,20,0.36199999999999477
LEC,Ferrari,2025,16,Italian Grand Prix,79.007,0.2150000000000034,4,-0.11699999999999022
NOR,McLaren,2025,16,Italian Grand Prix,78.869,0.07699999999999818,2,-0.11299999999999955
OCO,Haas F1 Team,2025,16,Italian Grand Prix,79.707,0.914999999999992,15,0.2609999999999957
PIA,McLaren,2025,16,Italian Grand Prix,78.982,0.18999999999999773,3,0.11299999999999955
RUS,Mercedes,2025,16,Italian Grand Prix,79.157,0.3649999999999949,6,-0.043000000000006366
SAI,Williams,2025,16,Italian Grand Prix,79.528,0.7360000000000042,13,-0.05499999999999261
STR,Aston Martin,2025,16,Italian Grand Prix,79.948,1.1559999999999917,17,0.5859999999999985
TSU,Red Bull Racing,2025,16,Italian Grand Prix,79.433,0.6410000000000053,10,0.6410000000000053
VER,Red Bull Racing,2025,16,Italian Grand Prix,78.792,0.0,1,-0.6410000000000053
ALB,Williams,2025,17,Azerbaijan Grand Prix,103.778,2.6610000000000014,20,2.183000000000007
ALO,Aston Martin,2025,17,Azerbaijan Grand Prix,101.857,0.7399999999999949,12,-0.24399999999999977
ANT,Mercedes,2025,17,Azerbaijan Grand Prix,101.464,0.3469999999999942,6,0.009000000000000341
BEA,Haas F1 Team,2025,17,Azerbaijan Grand Prix,102.666,1.5489999999999924,15,-0.33800000000000807
BOR,Kick Sauber,2025,17,Azerbaijan Grand Prix,102.277,1.1599999999999966,14,-0.6389999999999958
COL,Alpine,2025,17,Azerbaijan Grand Prix,102.779,1.661999999999992,16,-0.35999999999999943
GAS,Alpine,2025,17,Azerbaijan Grand Prix,103.139,2.0219999999999914,19,0.35999999999999943
HAD,Racing Bulls,2025,17,Azerbaijan Grand Prix,101.647,0.5300000000000011,9,0.10999999999999943
HAM,Ferrari,2025,17,Azerbaijan Grand Prix,101.821,0.7039999999999935,11,0.36299999999999955
HUL,Kick Sauber,2025,17,Azerbaijan Grand Prix,102.916,1.7989999999999924,17,0.6389999999999958
LAW,Racing Bulls,2025,17,Azerbaijan Grand Prix,101.537,0.4200000000000017,7,-0.10999999999999943
LEC,Ferrari,2025,17,Azerbaijan Grand Prix,101.458,0.340999999999994,5,-0.36299999999999955
NOR,McLaren,2025,17,Azerbaijan Grand Prix,101.322,0.2049999999999983,2,-0.09199999999999875
OCO,Haas F1 Team,2025,17,Azerbaijan Grand Prix,103.004,1.8870000000000005,18,0.33800000000000807
PIA,McLaren,2025,17,Azerbaijan Grand Prix,101.414,0.29699999999999704,3,0.09199999999999875
RUS,Mercedes,2025,17,Azerbaijan Grand Prix,101.455,0.33799999999999386,4,-0.009000000000000341
SAI,Williams,2025,17,Azerbaijan Grand Prix,101.595,0.47799999999999443,8,-2.183000000000007
STR,Aston Martin,2025,17,Azerbaijan Grand Prix,102.101,0.9839999999999947,13,0.24399999999999977
TSU,Red Bull Racing,2025,17,Azerbaijan Grand Prix,101.788,0.6709999999999923,10,0.6709999999999923
VER,Red Bull Racing,2025,17,Azerbaijan Grand Prix,101.117,0.0,1,-0.6709999999999923
ALB,Williams,2025,18,Singapore Grand Prix,90.202,1.043999999999997,12,-0.03300000000000125
ALO,Aston Martin,2025,18,Singapore Grand Prix,89.955,0.796999999999997,10,-0.9939999999999998
ANT,Mercedes,2025,18,Singapore Grand Prix,89.537,0.3790000000000049,4,0.3790000000000049
BEA,Haas F1 Team,2025,18,Singapore Grand Prix,89.868,0.7099999999999937,9,-1.1210000000000093
BOR,Kick Sauber,2025,18,Singapore Grand Prix,90.82,1.661999999999992,16,0.6789999999999878
COL,Alpine,2025,18,Singapore Grand Prix,90.982,1.823999999999998,18,-0.27899999999999636
GAS,Alpine,2025,18,Singapore Grand Prix,91.261,2.1029999999999944,20,0.27899999999999636
HAD,Racing Bulls,2025,18,Singapore Grand Prix,89.846,0.6880000000000024,8,-0.47399999999998954
HAM,Ferrari,2025,18,Singapore Grand Prix,89.688,0.5300000000000011,6,-0.09600000000000364
HUL,Kick Sauber,2025,18,Singapore Grand Prix,90.141,0.9830000000000041,11,-0.6789999999999878
LAW,Racing Bulls,2025,18,Singapore Grand Prix,90.32,1.161999999999992,14,0.47399999999998954
LEC,Ferrari,2025,18,Singapore Grand Prix,89.784,0.6260000000000048,7,0.09600000000000364
NOR,McLaren,2025,18,Singapore Grand Prix,89.586,0.42799999999999727,5,0.06199999999999761
OCO,Haas F1 Team,2025,18,Singapore Grand Prix,90.989,1.831000000000003,19,1.1210000000000093
PIA,McLaren,2025,18,Singapore Grand Prix,89.524,0.36599999999999966,3,-0.06199999999999761
RUS,Mercedes,2025,18,Singapore Grand Prix,89.158,0.0,1,-0.3790000000000049
SAI,Williams,2025,18,Singapore Grand Prix,90.235,1.0769999999999982,13,0.03300000000000125
STR,Aston Martin,2025,18,Singapore Grand Prix,90.949,1.7909999999999968,17,0.9939999999999998
TSU,Red Bull Racing,2025,18,Singapore Grand Prix,90.353,1.1949999999999932,15,1.012999999999991
VER,Red Bull Racing,2025,18,Singapore Grand Prix,89.34,0.18200000000000216,2,-1.012999999999991
ALB,Williams,2025,19,United States Grand Prix,93.67,1.1599999999999966,15,0.5460000000000065
ALO,Aston Martin,2025,19,United States Grand Prix,93.16,0.6499999999999915,10,-0.7180000000000035
ANT,Mercedes,2025,19,United States Grand Prix,93.044,0.5339999999999918,6,0.21800000000000352
BEA,Haas F1 Team,2025,19,United States Grand Prix,93.139,0.6289999999999907,9,-0.9969999999999999
BOR,Kick Sauber,2025,19,United States Grand Prix,94.125,1.6149999999999949,18,0.7909999999999968
COL,Alpine,2025,19,United States Grand Prix,94.039,1.5289999999999964,17,0.4399999999999977
GAS,Alpine,2025,19,United States Grand Prix,93.599,1.0889999999999986,14,-0.4399999999999977
HAD,Racing Bulls,2025,19,United States Grand Prix,,,20,
HAM,Ferrari,2025,19,United States Grand Prix,92.912,0.402000000000001,5,0.10500000000000398
HUL,Kick Sauber,2025,19,United States Grand Prix,93.334,0.8239999999999981,11,-0.7909999999999968
LAW,Racing Bulls,2025,19,United States Grand Prix,93.36,0.8499999999999943,12,
LEC,Ferrari,2025,19,United States Grand Prix,92.807,0.29699999999999704,3,-0.10500000000000398
NOR,McLaren,2025,19,United States Grand Prix,92.801,0.2909999999999968,2,-0.28300000000000125
OCO,Haas F1 Team,2025,19,United States Grand Prix,94.136,1.6259999999999906,19,0.9969999999999999
PIA,McLaren,2025,19,United States Grand Prix,93.084,0.5739999999999981,7,0.28300000000000125
RUS,Mercedes,2025,19,United States Grand Prix,92.826,0.3159999999999883,4,-0.21800000000000352
SAI,Williams,2025,19,United States Grand Prix,93.124,0.6139999999999901,8,-0.5460000000000065
STR,Aston Martin,2025,19,United States Grand Prix,93.878,1.367999999999995,16,0.7180000000000035
TSU,Red Bull Racing,2025,19,United States Grand Prix,93.466,0.9559999999999889,13,0.9559999999999889
VER,Red Bull Racing,2025,19,United States Grand Prix,92.51,0.0,1,-0.9559999999999889
ALB,Williams,2025,20,Mexico City Grand Prix,77.49,1.9039999999999964,17,1.3179999999999978
ALO,Aston Martin,2025,20,Mexico City Grand Prix,77.103,1.516999999999996,15,-0.5030000000000001
ANT,Mercedes,2025,20,Mexico City Grand Prix,76.118,0.5319999999999965,6,0.08399999999998897
BEA,Haas F1 Team,2025,20,Mexico City Grand Prix,76.46,0.8739999999999952,10,-0.37700000000000955
BOR,Kick Sauber,2025,20,Mexico City Grand Prix,77.412,1.8260000000000076,16,0.3960000000000008
COL,Alpine,2025,20,Mexico City Grand Prix,77.67,2.084000000000003,20,0.12399999999999523
GAS,Alpine,2025,20,Mexico City Grand Prix,77.546,1.960000000000008,18,-0.12399999999999523
HAD,Racing Bulls,2025,20,Mexico City Grand Prix,76.252,0.6659999999999968,9,-0.7090000000000032
HAM,Ferrari,2025,20,Mexico City Grand Prix,75.938,0.35200000000000387,3,0.09000000000000341
HUL,Kick Sauber,2025,20,Mexico City Grand Prix,77.016,1.4300000000000068,14,-0.3960000000000008
LAW,Racing Bulls,2025,20,Mexico City Grand Prix,76.961,1.375,13,0.7090000000000032
LEC,Ferrari,2025,20,Mexico City Grand Prix,75.848,0.26200000000000045,2,-0.09000000000000341
NOR,McLaren,2025,20,Mexico City Grand Prix,75.586,0.0,1,-0.5880000000000081
OCO,Haas F1 Team,2025,20,Mexico City Grand Prix,76.837,1.2510000000000048,12,0.37700000000000955
PIA,McLaren,2025,20,Mexico City Grand Prix,76.174,0.5880000000000081,8,0.5880000000000081
RUS,Mercedes,2025,20,Mexico City Grand Prix,76.034,0.4480000000000075,4,-0.08399999999998897
SAI,Williams,2025,20,Mexico City Grand Prix,76.172,0.5859999999999985,7,-1.3179999999999978
STR,Aston Martin,2025,20,Mexico City Grand Prix,77.606,2.019999999999996,19,0.5030000000000001
TSU,Red Bull Racing,2025,20,Mexico City Grand Prix,76.816,1.230000000000004,11,0.7460000000000093
VER,Red Bull Racing,2025,20,Mexico City Grand Prix,76.07,0.48399999999999466,5,-0.7460000000000093
ALB,Williams,2025,21,São Paulo Grand Prix,70.053,0.5420000000000016,14,-0.13100000000000023
ALO,Aston Martin,2025,21,São Paulo Grand Prix,70.001,0.4900000000000091,11,-0.03999999999999204
ANT,Mercedes,2025,21,São Paulo Grand Prix,69.685,0.1740000000000066,2,-0.19499999999999318
BEA,Haas F1 Team,2025,21,São Paulo Grand Prix,69.755,0.24399999999999977,3,-0.6830000000000069
COL,Alpine,2025,21,São Paulo Grand Prix,70.632,1.1210000000000093,18,0.7750000000000057
GAS,Alpine,2025,21,São Paulo Grand Prix,69.857,0.34600000000000364,6,-0.7750000000000057
HAD,Racing Bulls,2025,21,São Paulo Grand Prix,69.931,0.4200000000000017,8,-0.019000000000005457
HAM,Ferrari,2025,21,São Paulo Grand Prix,70.016,0.5050000000000097,12,0.2150000000000034
LAW,Racing Bulls,2025,21,São Paulo Grand Prix,69.95,0.43900000000000716,9,0.019000000000005457
LEC,Ferrari,2025,21,São Paulo Grand Prix,69.801,0.29000000000000625,4,-0.2150000000000034
NOR,McLaren,2025,21,São Paulo Grand Prix,69.511,0.0,1,-0.32399999999999807
OCO,Haas F1 Team,2025,21,São Paulo Grand Prix,70.438,0.9270000000000067,17,0.6830000000000069
PIA,McLaren,2025,21,São Paulo Grand Prix,69.835,0.32399999999999807,5,0.32399999999999807
RUS,Mercedes,2025,21,São Paulo Grand Prix,69.88,0.3689999999999998,7,0.19499999999999318
SAI,Williams,2025,21,São Paulo Grand Prix,70.184,0.6730000000000018,15,0.13100000000000023
STR,Aston Martin,2025,21,São Paulo Grand Prix,70.041,0.5300000000000011,13,0.03999999999999204
TSU,Red Bull Racing,2025,21,São Paulo Grand Prix,70.711,1.2000000000000028,19,0.3079999999999927
VER,Red Bull Racing,2025,21,São Paulo Grand Prix,70.403,0.8920000000000101,16,-0.3079999999999927
ALB,Williams,2025,22,Las Vegas Grand Prix,116.22,8.286000000000001,16,7.923999999999992
ALO,Aston Martin,2025,22,Las Vegas Grand Prix,109.466,1.5319999999999965,7,-3.3840000000000003
ANT,Mercedes,2025,22,Las Vegas Grand Prix,116.314,8.379999999999995,17,7.510999999999996
BEA,Haas F1 Team,2025,22,Las Vegas Grand Prix,113.094,5.159999999999997,14,0.10699999999999932
BOR,Kick Sauber,2025,22,Las Vegas Grand Prix,116.674,8.740000000000009,18,3.8930000000000007
COL,Alpine,2025,22,Las Vegas Grand Prix,113.683,5.749000000000009,15,2.1430000000000007
GAS,Alpine,2025,22,Las Vegas Grand Prix,111.54,3.6060000000000088,10,-2.1430000000000007
HAD,Racing Bulls,2025,22,Las Vegas Grand Prix,109.554,1.6200000000000045,8,0.49200000000000443
HAM,Ferrari,2025,22,Las Vegas Grand Prix,117.115,9.180999999999997,20,7.242999999999995
HUL,Kick Sauber,2025,22,Las Vegas Grand Prix,112.781,4.847000000000008,11,-3.8930000000000007
LAW,Racing Bulls,2025,22,Las Vegas Grand Prix,109.062,1.1280000000000001,6,-0.49200000000000443
LEC,Ferrari,2025,22,Las Vegas Grand Prix,109.872,1.9380000000000024,9,-7.242999999999995
NOR,McLaren,2025,22,Las Vegas Grand Prix,107.934,0.0,1,-1.027000000000001
OCO,Haas F1 Team,2025,22,Las Vegas Grand Prix,112.987,5.052999999999997,13,-0.10699999999999932
PIA,McLaren,2025,22,Las Vegas Grand Prix,108.961,1.027000000000001,5,1.027000000000001
RUS,Mercedes,2025,22,Las Vegas Grand Prix,108.803,0.8689999999999998,4,-7.510999999999996
SAI,Williams,2025,22,Las Vegas Grand Prix,108.296,0.362000000000009,3,-7.923999999999992
STR,Aston Martin,2025,22,Las Vegas Grand Prix,112.85,4.915999999999997,12,3.3840000000000003
TSU,Red Bull Racing,2025,22,Las Vegas Grand Prix,116.798,8.864000000000004,19,8.540999999999997
VER,Red Bull Racing,2025,22,Las Vegas Grand Prix,108.257,0.3230000000000075,2,-8.540999999999997
ALB,Williams,2025,23,Qatar Grand Prix,80.629,1.2420000000000044,15,0.3780000000000001
ALO,Aston Martin,2025,23,Qatar Grand Prix,80.219,0.8319999999999936,7,-0.8390000000000128
ANT,Mercedes,2025,23,Qatar Grand Prix,79.846,0.4590000000000032,5,0.1839999999999975
BEA,Haas F1 Team,2025,23,Qatar Grand Prix,80.438,1.051000000000002,13,-0.42600000000000193
BOR,Kick Sauber,2025,23,Qatar Grand Prix,80.534,1.1470000000000056,14,0.1810000000000116
COL,Alpine,2025,23,Qatar Grand Prix,81.137,1.75,20,0.8130000000000024
GAS,Alpine,2025,23,Qatar Grand Prix,80.324,0.9369999999999976,9,-0.8130000000000024
HAD,Racing Bulls,2025,23,Qatar Grand Prix,80.114,0.7270000000000039,6,-0.3190000000000026
HAM,Ferrari,2025,23,Qatar Grand Prix,80.907,1.519999999999996,18,0.563999999999993
HUL,Kick Sauber,2025,23,Qatar Grand Prix,80.353,0.965999999999994,11,-0.1810000000000116
LAW,Racing Bulls,2025,23,Qatar Grand Prix,80.433,1.0460000000000065,12,0.3190000000000026
LEC,Ferrari,2025,23,Qatar Grand Prix,80.343,0.9560000000000031,10,-0.563999999999993
NOR,McLaren,2025,23,Qatar Grand Prix,79.495,0.10800000000000409,2,0.10800000000000409
OCO,Haas F1 Team,2025,23,Qatar Grand Prix,80.864,1.4770000000000039,17,0.42600000000000193
PIA,McLaren,2025,23,Qatar Grand Prix,79.387,0.0,1,-0.10800000000000409
RUS,Mercedes,2025,23,Qatar Grand Prix,79.662,0.2750000000000057,4,-0.1839999999999975
SAI,Williams,2025,23,Qatar Grand Prix,80.251,0.8640000000000043,8,-0.3780000000000001
STR,Aston Martin,2025,23,Qatar Grand Prix,81.058,1.6710000000000065,19,0.8390000000000128
TSU,Red Bull Racing,2025,23,Qatar Grand Prix,80.761,1.3739999999999952,16,1.1099999999999994
VER,Red Bull Racing,2025,23,Qatar Grand Prix,79.651,0.2639999999999958,3,-1.1099999999999994
ALB,Williams,2025,24,Abu Dhabi Grand Prix,83.416,1.2090000000000032,17,0.3739999999999952
ALO,Aston Martin,2025,24,Abu Dhabi Grand Prix,82.861,0.6540000000000106,6,-0.23599999999999
ANT,Mercedes,2025,24,Abu Dhabi Grand Prix,82.894,0.6870000000000118,8,0.24900000000000944
BEA,Haas F1 Team,2025,24,Abu Dhabi Grand Prix,83.041,0.8340000000000032,12,0.1280000000000001
BOR,Kick Sauber,2025,24,Abu Dhabi Grand Prix,82.874,0.6670000000000016,7,-0.5760000000000076
COL,Alpine,2025,24,Abu Dhabi Grand Prix,83.89,1.683000000000007,20,0.42199999999999704
GAS,Alpine,2025,24,Abu Dhabi Grand Prix,83.468,1.26100000000001,19,-0.42199999999999704
HAD,Racing Bulls,2025,24,Abu Dhabi Grand Prix,82.997,0.7900000000000063,10,-0.0799999999999983
HAM,Ferrari,2025,24,Abu Dhabi Grand Prix,83.394,1.1870000000000118,16,0.6640000000000015
HUL,Kick Sauber,2025,24,Abu Dhabi Grand Prix,83.45,1.2430000000000092,18,0.5760000000000076
LAW,Racing Bulls,2025,24,Abu Dhabi Grand Prix,83.077,0.8700000000000045,14,0.0799999999999983
LEC,Ferrari,2025,24,Abu Dhabi Grand Prix,82.73,0.5230000000000103,5,-0.6640000000000015
NOR,McLaren,2025,24,Abu Dhabi Grand Prix,82.408,0.20100000000000762,2,-0.028999999999996362
OCO,Haas F1 Team,2025,24,Abu Dhabi Grand Prix,82.913,0.7060000000000031,9,-0.1280000000000001
PIA,McLaren,2025,24,Abu Dhabi Grand Prix,82.437,0.23000000000000398,3,0.028999999999996362
RUS,Mercedes,2025,24,Abu Dhabi Grand Prix,82.645,0.4380000000000024,4,-0.24900000000000944
SAI,Williams,2025,24,Abu Dhabi Grand Prix,83.042,0.835000000000008,13,-0.3739999999999952
STR,Aston Martin,2025,24,Abu Dhabi Grand Prix,83.097,0.8900000000000006,15,0.23599999999999
TSU,Red Bull Racing,2025,24,Abu Dhabi Grand Prix,83.034,0.8270000000000124,11,0.8270000000000124
VER,Red Bull Racing,2025,24,Abu Dhabi Grand Prix,82.207,0.0,1,-0.8270000000000124
